,hospital_name,hospital_ownership,hospital_type,lat,lng,address,city,emergency_services,subtotal_acute_utilization,payroll_employees,hospital_overall_rating,mortality_national_comparison,safety_of_care_national_comparison,readmission_national_comparison,patient_experience_national_comparison,effectiveness_of_care_national_comparison,timeliness_of_care_national_comparison,efficient_use_of_medical_imaging_national_comparison
4582,HEALTHEAST WOODWINDS HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,44.92351,-92.975353,1925 WOODWINDS DRIVE,WOODBURY,False,79.0,601.34,4,Same as the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
4583,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,Voluntary non-profit - Church,Acute Care Hospitals,42.036242,-88.327934,77 N AIRLITE STREET,ELGIN,True,48.0,553.42,3,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Above the national average,Same as the national average
4584,ATRIUM HEALTH KINGS MOUNTAIN,Government - Hospital District or Authority,Acute Care Hospitals,35.240871,-81.356017,706 W KING ST,KINGS MOUNTAIN,True,39.0,147.18,5,Same as the national average,Not Available,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
4585,CHRISTUS ST MICHAEL HEALTH SYSTEM,Voluntary non-profit - Church,Acute Care Hospitals,33.46249,-94.074448,2600 ST MICHAEL DR,TEXARKANA,True,48.0,1345.57,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
4586,MILFORD REGIONAL MEDICAL CENTER,Voluntary non-profit - Other,Acute Care Hospitals,42.132835,-71.529014,14 PROSPECT STREET,MILFORD,True,63.0,1289.49,3,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average
4587,MCLAREN OAKLAND,Voluntary non-profit - Private,Acute Care Hospitals,42.638394,-83.291095,50 N PERRY ST,PONTIAC,True,48.0,1016.1,2,Same as the national average,Above the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average
4588,PRESBYTERIAN ST LUKES MEDICAL CENTER,Government - State,Acute Care Hospitals,39.746089,-104.967175,1719 E 19TH AVE,DENVER,True,65.0,1424.75,3,Same as the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Below the national average
4589,CHAN SOON- SHIONG MEDICAL CENTER AT WINDBER,Voluntary non-profit - Private,Acute Care Hospitals,40.242123,-78.837917,600 SOMERSET AVENUE,WINDBER,True,14.0,367.03,4,Not Available,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
4590,WARREN GENERAL HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,41.8431152,-79.155522,TWO CRESCENT PARK WEST,WARREN,True,35.0,430.32,2,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
4591,ST LUKE'S HOSPITAL - ANDERSON CAMPUS,Voluntary non-profit - Private,Acute Care Hospitals,40.650061,-75.288531,1872 ST LUKE'S BLVD,EASTON,True,68.0,689.0,5,Same as the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
4592,SANFORD,Voluntary non-profit - Private,Acute Care Hospitals,46.88468,-96.78773,801 BROADWAY NORTH,FARGO,True,70.0,5704.8,2,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
4593,JAMAICA HOSPITAL MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,40.701412,-73.816302,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,True,73.0,3452.1,1,Same as the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average
4594,EVERGREENHEALTH MONROE,Government - Hospital District or Authority,Acute Care Hospitals,47.863727,-121.990624,14701 179TH SE,MONROE,True,39.0,275.9,2,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Not Available
4595,KITTITAS VALLEY COMMUNITY HOSPITAL,Government - Hospital District or Authority,Critical Access Hospitals,46.987688,-120.536761,603 SOUTH CHESTNUT,ELLENSBURG,True,31.0,473.37,4,Same as the national average,Not Available,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
4596,OHIO VALLEY MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,40.059434,-80.721732,2000 EOFF STREET,WHEELING,True,31.0,746.33,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Same as the national average
4597,FORT WALTON BEACH MEDICAL CENTER,Proprietary,Acute Care Hospitals,30.454676,-86.632069,1000 MAR-WALT DR,FORT WALTON BEACH,True,88.0,847.98,2,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Below the national average
4598,JEWISH HOSPITAL & ST MARY'S HEALTHCARE,Voluntary non-profit - Private,Acute Care Hospitals,38.249328,-85.751137,200 ABRAHAM FLEXNER WAY,LOUISVILLE,True,63.0,3637.16,2,Above the national average,Below the national average,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average
4599,PIEDMONT ROCKDALE HOSPITAL,Proprietary,Acute Care Hospitals,33.682239,-84.001941,"1412 MILSTEAD AVENUE, NE",CONYERS,False,87.0,817.11,1,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
4600,UNIVERSITY OF WASHINGTON MEDICAL CTR,Government - State,Acute Care Hospitals,47.650506,-122.307482,1959 NE PACIFIC ST  BOX 356151,SEATTLE,True,83.0,4395.4,4,Same as the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average
4601,PLANTATION GENERAL HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,26.126461,-80.20417,401 NW 42ND AVE,PLANTATION,True,52.0,1802.65,2,Above the national average,Below the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Same as the national average
4602,HENDRICK MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,32.471553,-99.73118,1900 PINE,ABILENE,True,61.0,2400.13,5,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
4603,HAYWOOD REGIONAL MEDICAL CENTER,Government - Hospital District or Authority,Acute Care Hospitals,35.527856,-82.945437,262 LEROY GEORGE DRIVE,CLYDE,True,39.0,789.98,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average
4604,PIEDMONT ATHENS REGIONAL MEDICAL CENTER,Voluntary non-profit - Other,Acute Care Hospitals,33.962377,-83.397733,1199 PRINCE AVENUE,ATHENS,True,76.0,2238.9,3,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
4605,CIBOLA GENERAL HOSPITAL,Government - Local,Critical Access Hospitals,35.161168,-107.826574,1016 E ROOSEVELT AVENUE,GRANTS,True,27.0,171.69,4,Not Available,Not Available,Above the national average,Same as the national average,Not Available,Same as the national average,Not Available
4606,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",Voluntary non-profit - Private,Acute Care Hospitals,42.09264,-75.935558,169 RIVERSIDE DRIVE,BINGHAMTON,True,71.0,2129.28,3,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average
4607,ESSENTIA HEALTH FARGO,Voluntary non-profit - Private,Acute Care Hospitals,46.8325,-96.828106,3000 32ND AVE SOUTH,FARGO,True,72.0,1581.0,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
4608,LONE PEAK HOSPITAL,Proprietary,Acute Care Hospitals,40.535238,-111.891464,11925 SOUTH STATE STREET,DRAPER,True,55.0,177.3,4,Not Available,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Not Available
4609,ST FRANCIS COMMUNITY HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,47.292106,-122.322951,34515 9TH AVENUE SOUTH,FEDERAL WAY,True,76.0,841.67,3,Below the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
4610,LOUIS A WEISS MEMORIAL HOSPITAL,Proprietary,Acute Care Hospitals,41.966521,-87.648898,4646 N MARINE DRIVE,CHICAGO,True,54.0,325.22,1,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
4611,HSHS ST ELIZABETH'S HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,38.583688,-89.9322498,ONE ST ELIZABETH BOULEVARD,O FALLON,True,79.0,1014.08,3,Same as the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
4612,HOLY CROSS HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,41.770008,-87.691909,2701 W 68TH STREET,CHICAGO,True,50.0,774.0,2,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
4613,HOLY CROSS HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,41.770008,-87.691909,2701 W 68TH STREET,CHICAGO,True,50.0,774.0,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Above the national average
